directional_degree,physical_degree,navigation_cell,motion,jd_ut,civic_offset_seconds
80,80,80,direct,2358204.232827467,5273207305
90,90,90,direct,2358214.712598333,5274112758
100,100,100,direct,2358225.2060117084,5275019388
110,110,110,direct,2358235.6919578514,5275925374
120,120,120,direct,2358246.1685635378,5276830553
130,130,130,direct,2358256.6247799806,5277733970
140,140,140,direct,2358267.042531083,5278634064
150,150,150,direct,2358277.424155797,5279531036
160,160,160,direct,2358287.758157269,5280423894
170,170,170,direct,2358298.033668195,5281311698
180,180,180,direct,2358308.2573016537,5282195020
190,190,190,direct,2358318.4202933535,5283073102
200,200,200,direct,2358328.520189129,5283945733
210,210,210,direct,2358338.567970764,5284813862
220,220,220,direct,2358348.5591105856,5285677096
230,230,230,direct,2358358.4977203505,5286535792
240,240,240,direct,2358368.3987704115,5287391243
250,250,250,direct,2358378.2617862457,5288243407
260,260,260,direct,2358388.094652597,5289092967
270,270,270,direct,2358397.9148655413,5289941433
280,280,280,direct,2358407.7245258265,5290788988
290,290,290,direct,2358417.5326613686,5291636411
300,300,300,direct,2358427.3572243867,5292485253
310,310,310,direct,2358437.2005674774,5293335718
320,320,320,direct,2358447.0706894915,5294188497
330,330,330,direct,2358456.9838328063,5295044992
340,340,340,direct,2358466.939804772,5295905188
350,350,350,direct,2358476.943937174,5296769545
0,0,0,direct,2358487.0088627236,5297639155
10,10,10,direct,2358497.129147185,5298513547
20,20,20,direct,2358507.3064385373,5299392865
30,30,30,direct,2358517.5483099525,5300277763
40,40,40,direct,2358527.842581263,5301167188
50,50,50,direct,2358538.187372665,5302060978
60,60,60,direct,2358548.583795976,5302959229
70,70,70,direct,2358559.0138017773,5303860381
80,80,80,direct,2358569.474101755,5304764151
90,90,90,direct,2358579.9583282056,5305669989
100,100,100,direct,2358590.4459308432,5306576117
110,110,110,direct,2358600.935233064,5307482393
120,120,120,direct,2358611.4140674854,5308387764
130,130,130,direct,2358621.864168223,5309290653
140,140,140,direct,2358632.2868994614,5310191177
150,150,150,direct,2358642.6684490424,5311088143
160,160,160,direct,2358652.997296677,5311980555
170,170,170,direct,2358663.2782865344,5312868833
180,180,180,direct,2358673.499785755,5313751971
190,190,190,direct,2358683.6588073093,5314629710
200,200,200,direct,2358693.764195855,5315502816
210,210,210,direct,2358703.808701953,5316370661
220,220,220,direct,2358713.7964894483,5317233606
230,230,230,direct,2358723.7404602533,5318092765
240,240,240,direct,2358733.6380171133,5318947914
250,250,250,direct,2358743.497921566,5319799809
260,260,260,direct,2358753.336053814,5320649824
270,270,270,direct,2358763.1530894474,5321498016
280,280,280,direct,2358772.959844404,5322345320
290,290,290,direct,2358782.7733241757,5323193204
300,300,300,direct,2358792.595164385,5324041811
310,310,310,direct,2358802.435963613,5324892056
320,320,320,direct,2358812.3117426503,5325745324
330,330,330,direct,2358822.222358958,5326601601
340,340,340,direct,2358832.1763164857,5327461623
350,350,350,direct,2358842.1865985915,5328326511
0,0,0,direct,2358852.248618544,5329195870
10,10,10,direct,2358862.367435042,5330070135
20,20,20,direct,2358872.55119073,5330950012
30,30,30,direct,2358882.7891919576,5331834575
40,40,40,direct,2358893.0826577256,5332723931
50,50,50,direct,2358903.4332495527,5333618222
60,60,60,direct,2358913.82450453,5334516026
70,70,70,direct,2358924.2552293222,5335417241
80,80,80,direct,2358934.719299226,5336321336
90,90,90,direct,2358945.19728567,5337226635
100,100,100,direct,2358955.688069472,5338133038
110,110,110,direct,2358966.1788503374,5339039442
120,120,120,direct,2358976.651649843,5339944292
130,130,130,direct,2358987.1069571646,5340847630
140,140,140,direct,2358997.529135625,5341748106
150,150,150,direct,2359007.9063088438,5342644694
160,160,160,direct,2359018.241359775,5343537643
170,170,170,direct,2359028.5201009125,5344425726
180,180,180,direct,2359038.7390444153,5345308642
190,190,190,direct,2359048.9045284316,5346186940
200,200,200,direct,2359059.0067132344,5347059769
210,210,210,direct,2359069.049658986,5347927480
220,220,220,direct,2359079.0436420823,5348790960
230,230,230,direct,2359088.984063262,5349649812
240,240,240,direct,2359098.88029622,5350504847
250,250,250,direct,2359108.745907324,5351357235
260,260,260,direct,2359118.5803505373,5352206931
270,270,270,direct,2359128.3959102686,5353054996
280,280,280,direct,2359138.207925072,5353902754
290,290,290,direct,2359148.0175500866,5354750305
300,300,300,direct,2359157.8376309504,5355598760
310,310,310,direct,2359167.6833367757,5356449429
320,320,320,direct,2359177.554782167,5357302322
330,330,330,direct,2359187.4633438904,5358158422
340,340,340,direct,2359197.421984216,5359018848
350,350,350,direct,2359207.4271724587,5359883297
0,0,0,direct,2359217.4872177904,5360752485
10,10,10,direct,2359227.610719544,5361627155
20,20,20,direct,2359237.7886667326,5362506530
30,30,30,direct,2359248.025474339,5363390990
40,40,40,direct,2359258.3232987346,5364280722
50,50,50,direct,2359268.667587814,5365174469
60,60,60,direct,2359279.059525965,5366072332
70,70,70,direct,2359289.49324911,5366973806
80,80,80,direct,2359299.9508269867,5367877340
90,90,90,direct,2359310.4320880994,5368782921
100,100,100,direct,2359320.923832191,5369689408
110,110,110,direct,2359331.4088263065,5370595312
120,120,120,direct,2359341.8869526885,5371500622
130,130,130,direct,2359352.34122386,5372403871
140,140,140,direct,2359362.759707474,5373304028
150,150,150,direct,2359373.1433842955,5374201177
160,160,160,direct,2359383.4758902476,5375093906
170,170,170,direct,2359393.7532917885,5375981873
180,180,180,direct,2359403.9792431537,5376865396
190,190,190,direct,2359414.1415114086,5377743416
200,200,200,direct,2359424.2438395806,5378616257
210,210,210,direct,2359434.2935519377,5379484552
220,220,220,direct,2359444.2841032688,5380347736
230,230,230,direct,2359454.2251328253,5381206641
240,240,240,direct,2359464.1273935735,5382062196
250,250,250,direct,2359473.989201028,5382914256
260,260,260,direct,2359483.823929383,5383763977
270,270,270,direct,2359493.6446445254,5384612486
280,280,280,direct,2359503.4521952434,5385459859
290,290,290,direct,2359513.2613748135,5386307372
300,300,300,direct,2359523.0859274017,5387156213
310,310,310,direct,2359532.926469491,5388006436
320,320,320,direct,2359542.7969702063,5388859247
330,330,330,direct,2359552.7098311456,5389715718
340,340,340,direct,2359562.662788364,5390575654
350,350,350,direct,2359572.667137086,5391440030
0,0,0,direct,2359582.7316007186,5392309599
10,10,10,direct,2359592.849076476,5393183749
20,20,20,direct,2359603.0270780725,5394063129
30,30,30,direct,2359613.2681491887,5394947957
40,40,40,direct,2359623.5599205727,5395837166
50,50,50,direct,2359633.9061730895,5396731082
60,60,60,direct,2359644.30131416,5397629223
70,70,70,direct,2359654.7292632596,5398530197
80,80,80,direct,2359665.1912202276,5399434110
90,90,90,direct,2359675.673705074,5400339797
100,100,100,direct,2359686.1605426823,5401245860
110,110,110,direct,2359696.651413917,5402152271
120,120,120,direct,2359707.1282620165,5403057471
130,130,130,direct,2359717.579348753,5403960445
140,140,140,direct,2359728.003994442,5404861134
150,150,150,direct,2359738.3839937747,5405757966
160,160,160,direct,2359748.715083477,5406650572
170,170,170,direct,2359758.9982260233,5407539036
180,180,180,direct,2359769.21912907,5408422122
190,190,190,direct,2359779.381097342,5409300116
200,200,200,direct,2359789.488415546,5410173388
210,210,210,direct,2359799.532807654,5411041224
220,220,220,direct,2359809.523812451,5411904446
230,230,230,direct,2359819.4691805607,5412763726
240,240,240,direct,2359829.3662250815,5413618831
250,250,250,direct,2359839.228905039,5414470966
260,260,260,direct,2359849.0676925983,5415321038
270,270,270,direct,2359858.883224789,5416169100
280,280,280,direct,2359868.6917102155,5417016553
290,290,290,direct,2359878.5049911775,5417864420
300,300,300,direct,2359888.324247035,5418712804
310,310,310,direct,2359898.1656056107,5419563097
320,320,320,direct,2359908.0403932366,5420416279
330,330,330,direct,2359917.9477181854,5421272272
340,340,340,direct,2359927.901542211,5422132282
350,350,350,direct,2359937.910284808,5422997038
0,0,0,direct,2359947.9689488527,5423866106
10,10,10,direct,2359958.087920891,5424740385
20,20,20,direct,2359968.26996045,5425620114
30,30,30,direct,2359978.5051594134,5426504435
40,40,40,direct,2359988.799929134,5427393903
50,50,50,direct,2359999.149025439,5428288065
60,60,60,direct,2360009.538593659,5429185724
70,70,70,direct,2360019.971539364,5430087130
80,80,80,direct,2360030.4344087983,5430991122
90,90,90,direct,2360040.912367,5431896418
100,100,100,direct,2360051.4054151,5432803017
110,110,110,direct,2360061.894755603,5433709296
120,120,120,direct,2360072.3690117043,5434614272
130,130,130,direct,2360082.8262289595,5435517775
140,140,140,direct,2360093.2467086595,5436418105
150,150,150,direct,2360103.625933571,5437314870
160,160,160,direct,2360113.9623131743,5438207933
170,170,170,direct,2360124.2397645367,5439095905
180,180,180,direct,2360134.461059255,5439979025
190,190,190,direct,2360144.627323034,5440857390
200,200,200,direct,2360154.7287898585,5441730156
210,210,210,direct,2360164.774526769,5442598108
220,220,220,direct,2360174.7691103844,5443461640
230,230,230,direct,2360184.709038413,5444320450
240,240,240,direct,2360194.608260844,5445175743
250,250,250,direct,2360204.474435918,5446028180
260,260,260,direct,2360214.3081488134,5446877813
270,270,270,direct,2360224.126330132,5447726104
280,280,280,direct,2360233.9386439524,5448573888
290,290,290,direct,2360243.746945964,5449421325
300,300,300,direct,2360253.568891919,5450269941
310,310,310,direct,2360263.4143889463,5451120592
320,320,320,direct,2360273.2839895133,5451973326
330,330,330,direct,2360283.193840672,5452829537
340,340,340,direct,2360293.1517050145,5453689896
350,350,350,direct,2360303.1548051024,5454554164
0,0,0,direct,2360313.216044167,5455423455
10,10,10,direct,2360323.338180259,5456298008
20,20,20,direct,2360333.5139879975,5457177198
30,30,30,direct,2360343.7523012604,5458061788
40,40,40,direct,2360354.0482974034,5458951362
50,50,50,direct,2360364.3907404426,5459844949
60,60,60,direct,2360374.7843758385,5460742959
70,70,70,direct,2360385.2161675985,5461644266
80,80,80,direct,2360395.673060922,5462547741
90,90,90,direct,2360406.155823575,5463453452
100,100,100,direct,2360416.6454703547,5464359758
110,110,110,direct,2360427.1312575657,5465265730
120,120,120,direct,2360437.6104858466,5466171135
130,130,130,direct,2360448.062442386,5467074184
140,140,140,direct,2360458.482364866,5467974465
150,150,150,direct,2360468.866358841,5468871642
160,160,160,direct,2360479.196736778,5469764187
170,170,170,direct,2360489.4756400036,5470652284
180,180,180,direct,2360499.7009256245,5471535749
190,190,190,direct,2360509.8614314483,5472413617
200,200,200,direct,2360519.965461221,5473286605
210,210,210,direct,2360530.0141901467,5474154815
220,220,220,direct,2360540.0034394423,5475017886
230,230,230,direct,2360549.9466568837,5475876980
240,240,240,direct,2360559.848462967,5476732496
250,250,250,direct,2360569.7096096277,5477584499
260,260,260,direct,2360579.5470858123,5478434457
270,270,270,direct,2360589.368157736,5479282998
280,280,280,direct,2360599.175599211,5480130361
290,290,290,direct,2360608.9878459154,5480978139
300,300,300,direct,2360618.8131679576,5481827047
310,310,310,direct,2360628.6537426515,5482677272
320,320,320,direct,2360638.5272088517,5483530340
330,330,330,direct,2360648.440475515,5484386846
340,340,340,direct,2360658.3931076014,5485246754
350,350,350,direct,2360668.399988969,5486111348
0,0,0,direct,2360678.463801349,5486980861
10,10,10,direct,2360688.580234004,5487854921
20,20,20,direct,2360698.760196937,5488734470
30,30,30,direct,2360708.9994015964,5489619137
40,40,40,direct,2360719.289529883,5490508204
50,50,50,direct,2360729.6370142885,5491402227
60,60,60,direct,2360740.0294801597,5492300136
70,70,70,direct,2360750.456098307,5493200996
80,80,80,direct,2360760.9185076244,5494104948
90,90,90,direct,2360771.3979783133,5495010374
100,100,100,direct,2360781.8847331265,5495916430
110,110,110,direct,2360792.375731189,5496822852
120,120,120,direct,2360802.84975183,5497727808
130,130,130,direct,2360813.3019579705,5498630878
140,140,140,direct,2360823.7265306916,5499531561
150,150,150,direct,2360834.104559674,5500428223
160,160,160,direct,2360844.437555344,5501320994
170,170,170,direct,2360854.7202302306,5502209417
180,180,180,direct,2360864.940096584,5503092413
190,190,190,direct,2360875.1045414545,5503970621
200,200,200,direct,2360885.211153717,5504843833
210,210,210,direct,2360895.255021712,5505711623
220,220,220,direct,2360905.2486725776,5506575074
230,230,230,direct,2360915.193372228,5507434296
240,240,240,direct,2360925.09005206,5508289370
250,250,250,direct,2360934.9552234705,5509141720
260,260,260,direct,2360944.793480891,5509991746
270,270,270,direct,2360954.60874822,5510839785
280,280,280,direct,2360964.4196499926,5511687447
290,290,290,direct,2360974.232606246,5512535286
300,300,300,direct,2360984.051737183,5513383659
310,310,310,direct,2360993.895547892,5514234164
320,320,320,direct,2361003.769953537,5515087313
330,330,330,direct,2361013.6771192946,5515943292
340,340,340,direct,2361023.633328867,5516803509
350,350,350,direct,2361033.641119208,5517668182
0,0,0,direct,2361043.6992675727,5518537206
10,10,10,direct,2361053.8202702063,5519411660
20,20,20,direct,2361064.000436511,5520291227
30,30,30,direct,2361074.234612755,5521175460
40,40,40,direct,2361084.5306360973,5522065036
50,50,50,direct,2361094.877016754,5522958963
60,60,60,direct,2361105.265552853,5523856533
70,70,70,direct,2361115.6987397065,5524757960
80,80,80,direct,2361126.158414603,5525661676
90,90,90,direct,2361136.6362008117,5526566957
100,100,100,direct,2361147.128952752,5527473531
110,110,110,direct,2361157.6153382994,5528379554
120,120,120,direct,2361168.0906838477,5529284624
130,130,130,direct,2361178.5476128785,5530188103
140,140,140,direct,2361188.966410071,5531088287
150,150,150,direct,2361199.347941205,5531985251
160,160,160,direct,2361209.6840788415,5532878293
170,170,170,direct,2361219.9611833273,5533766235
180,180,180,direct,2361230.18560673,5534649625
190,190,190,direct,2361240.351493717,5535527958
200,200,200,direct,2361250.4531685608,5536400743
210,210,210,direct,2361260.501982348,5537268960
220,220,220,direct,2361270.4958747653,5538132433
230,230,230,direct,2361280.435844947,5538991246
240,240,240,direct,2361290.33746641,5539846746
250,250,250,direct,2361300.2024766663,5540699083
260,260,260,direct,2361310.035824015,5541548684
270,270,270,direct,2361319.855737576,5542397125
280,280,280,direct,2361329.6665055547,5543244775
290,290,290,direct,2361339.4742235485,5544092162
300,300,300,direct,2361349.2976778587,5544940908
310,310,310,direct,2361359.141521302,5545791416
320,320,320,direct,2361369.0106606334,5546644110
330,330,330,direct,2361378.922249035,5547500471
340,340,340,direct,2361388.8784966706,5548360691
350,350,350,direct,2361398.8814343847,5549224945
0,0,0,direct,2361408.9447361124,5550094414
10,10,10,direct,2361419.065262964,5550968828
20,20,20,direct,2361429.241265703,5551848034
30,30,30,direct,2361439.4817034155,5552732808
40,40,40,direct,2361449.7761446387,5553622248
50,50,50,direct,2361460.1193680586,5554515902
60,60,60,direct,2361470.5146840247,5555414058
70,70,70,direct,2361480.9447722686,5556315217
80,80,80,direct,2361491.403133197,5557218820
90,90,90,direct,2361501.886675818,5558124598
100,100,100,direct,2361512.374302218,5559030729
110,110,110,direct,2361522.861813641,5559936850
120,120,120,direct,2361533.3407133804,5560842227
130,130,130,direct,2361543.790888429,5561745122
140,140,140,direct,2361554.212643874,5562645561
150,150,150,direct,2361564.5954310945,5563542634
160,160,160,direct,2361574.9247783376,5564435090
170,170,170,direct,2361585.2058291007,5565323373
180,180,180,direct,2361595.4296207707,5566206708
190,190,190,direct,2361605.58975704,5567084544
200,200,200,direct,2361615.696075635,5567957730
210,210,210,direct,2361625.743379945,5568825817
220,220,220,direct,2361635.7325674864,5569688883
230,230,230,direct,2361645.677782653,5570548149
240,240,240,direct,2361655.5780252563,5571403530
250,250,250,direct,2361665.438998918,5572255519
260,260,260,direct,2361675.277965526,5573105605
270,270,270,direct,2361685.0970570287,5573953975
280,280,280,direct,2361694.9040637547,5574801300
290,290,290,direct,2361704.7174624046,5575649178
300,300,300,direct,2361714.540493439,5576497888
310,310,310,direct,2361724.380626048,5577348075
320,320,320,direct,2361734.2553784996,5578201254
330,330,330,direct,2361744.166463536,5579057571
340,340,340,direct,2361754.1191192223,5579917481
350,350,350,direct,2361764.127856487,5580782236
0,0,0,direct,2361774.189986961,5581651604
10,10,10,direct,2361784.3072659164,5582525737
20,20,20,direct,2361794.489581515,5583405489
30,30,30,direct,2361804.7276489465,5584290058
40,40,40,direct,2361815.0195033085,5585179274
50,50,50,direct,2361825.3692103806,5586073489
60,60,60,direct,2361835.76064849,5586971309
70,70,70,direct,2361846.1896431856,5587872374
80,80,80,direct,2361856.6534120794,5588776444
90,90,90,direct,2361867.13154139,5589681754
100,100,100,direct,2361877.620663811,5590588014
110,110,110,direct,2361888.111587854,5591494430
120,120,120,direct,2361898.584153765,5592399260
130,130,130,direct,2361909.038168735,5593302487
140,140,140,direct,2361919.461096092,5594203028
150,150,150,direct,2361929.8378948346,5595099583
160,160,160,direct,2361940.1722667078,5595992473
170,170,170,direct,2361950.452444829,5596880680
180,180,180,direct,2361960.6714045415,5597763598
190,190,190,direct,2361970.8370585544,5598641911
200,200,200,direct,2361980.941264499,5599514914
210,210,210,direct,2361990.9847636633,5600382673
220,220,220,direct,2362000.9797137617,5601246236
230,230,230,direct,2362010.922567075,5602105299
240,240,240,direct,2362020.819610769,5602960403
250,250,250,direct,2362030.6864929823,5603812902
260,260,260,direct,2362040.5234070905,5604662811
270,270,270,direct,2362050.3395677246,5605510928
280,280,280,direct,2362060.1524818996,5606358763
290,290,290,direct,2362069.964111327,5607206488
300,300,300,direct,2362079.784144724,5608054939
310,310,310,direct,2362089.629851848,5608905608
320,320,320,direct,2362099.50245755,5609758601
330,330,330,direct,2362109.4101407854,5610614625
340,340,340,direct,2362119.3678574394,5611474972
350,350,350,direct,2362129.3733821567,5612339449
0,0,0,direct,2362139.431889686,5613208504
10,10,10,direct,2362149.554072448,5614083061
20,20,20,direct,2362159.731900292,5614962425
30,30,30,direct,2362169.9668341945,5615846723
40,40,40,direct,2362180.263691066,5616736372
50,50,50,direct,2362190.607902256,5617630112
60,60,60,direct,2362200.99794334,5618527811
70,70,70,direct,2362211.4314635755,5619429267
80,80,80,direct,2362221.8891852624,5620332815
90,90,90,direct,2362232.3689380647,5621238265
100,100,100,direct,2362242.8611695203,5622144794
110,110,110,direct,2362253.346113726,5623050693
120,120,120,direct,2362263.8232248453,5623955916
130,130,130,direct,2362274.2784668254,5624859249
140,140,140,direct,2362284.696485454,5625759365
150,150,150,direct,2362295.079443247,5626656453
160,160,160,direct,2362305.413108621,5627549282
170,170,170,direct,2362315.689917487,5628437198
180,180,180,direct,2362325.915519409,5629320690
190,190,190,direct,2362336.0790010463,5630198815
200,200,200,direct,2362346.180882523,5631071617
210,210,210,direct,2362356.2308423347,5631939934
220,220,220,direct,2362366.2228889093,5632803247
230,230,230,direct,2362376.16375064,5633662137
240,240,240,direct,2362386.0668155057,5634517762
250,250,250,direct,2362395.9305340303,5635369987
260,260,260,direct,2362405.765348143,5636219715
270,270,270,direct,2362415.587090457,5637068314
280,280,280,direct,2362425.396754415,5637915869
290,290,290,direct,2362435.2060523713,5638763392
300,300,300,direct,2362445.0313885845,5639612301
310,310,310,direct,2362454.8737868676,5640462684
320,320,320,direct,2362464.7440825757,5641315478
330,330,330,direct,2362474.6571131423,5642171964
340,340,340,direct,2362484.611233129,5643032000
350,350,350,direct,2362494.6147289635,5643896302
0,0,0,direct,2362504.6787421824,5644765832
10,10,10,direct,2362514.7965747844,5645640013
20,20,20,direct,2362524.9729820536,5646519255
30,30,30,direct,2362535.213414151,5647404028
40,40,40,direct,2362545.505071461,5648293227
50,50,50,direct,2362555.849284073,5649186967
60,60,60,direct,2362566.244137097,5650085082
70,70,70,direct,2362576.67195017,5650986046
80,80,80,direct,2362587.1321701286,5651889809
90,90,90,direct,2362597.6150643285,5652795531
100,100,100,direct,2362608.1017519357,5653701580
110,110,110,direct,2362618.5916971774,5654607912
120,120,120,direct,2362629.0697248178,5655513213
130,130,130,direct,2362639.5205240874,5656416162
140,140,140,direct,2362649.9448304437,5657316822
150,150,150,direct,2362660.3262933376,5658213781
160,160,160,direct,2362670.6569338692,5659106348
170,170,170,direct,2362680.9399765106,5659994803
180,180,180,direct,2362691.161985927,5660877985
190,190,190,direct,2362701.3232089244,5661755914
200,200,200,direct,2362711.430565997,5662629190
210,210,210,direct,2362721.475760702,5663497095
220,220,220,direct,2362731.4657836556,5664360233
230,230,230,direct,2362741.411347389,5665219529
240,240,240,direct,2362751.309291523,5666074712
250,250,250,direct,2362761.1710571945,5666926768
260,260,260,direct,2362771.0102260904,5667776873
270,270,270,direct,2362780.827006307,5668625042
280,280,280,direct,2362790.6348781567,5669472442
290,290,290,direct,2362800.448693105,5670320356
300,300,300,direct,2362810.2694764766,5671168872
310,310,310,direct,2362820.1104874676,5672019135
320,320,320,direct,2362829.9858274437,5672872365
330,330,330,direct,2362839.8946227785,5673728484
340,340,340,direct,2362849.8480381425,5674588460
350,350,350,direct,2362859.8571919124,5675453250
0,0,0,direct,2362869.9168791343,5676322407
10,10,10,direct,2362880.0349232233,5677196606
20,20,20,direct,2362890.217167398,5678076352
30,30,30,direct,2362900.4527691477,5678960708
40,40,40,direct,2362910.745917454,5679850036
50,50,50,direct,2362921.0950888647,5680744205
60,60,60,direct,2362931.484564359,5681641855
70,70,70,direct,2362941.915746803,5682543110
80,80,80,direct,2362952.378884266,5683447125
90,90,90,direct,2362962.8564047506,5684352382
100,100,100,direct,2362973.348298187,5685258882
110,110,110,direct,2362983.8385451883,5686165239
120,120,120,direct,2362994.312247309,5687070167
130,130,130,direct,2363004.769093939,5687973639
140,140,140,direct,2363015.191053274,5688874096
150,150,150,direct,2363025.5699286466,5689770831
160,160,160,direct,2363035.9066246105,5690663921
170,170,170,direct,2363046.1854865593,5691552015
180,180,180,direct,2363056.406379873,5692435100
190,190,190,direct,2363066.5732602626,5693313519
200,200,200,direct,2363076.675693254,5694186369
210,210,210,direct,2363086.7205494395,5695054244
220,220,220,direct,2363096.7155576916,5695917813
230,230,230,direct,2363106.656025527,5696776670
240,240,240,direct,2363116.5539075546,5697631847
250,250,250,direct,2363126.4201295245,5698484288
260,260,260,direct,2363136.254198634,5699333952
270,270,270,direct,2363146.0709251603,5700182117
280,280,280,direct,2363155.8831088077,5701029890
290,290,290,direct,2363165.691880824,5701877368
300,300,300,direct,2363175.512614483,5702725879
310,310,310,direct,2363185.3581425017,5703576533
320,320,320,direct,2363195.228479164,5704429330
330,330,330,direct,2363205.1374775004,5705285467
340,340,340,direct,2363215.0957692517,5706145863
350,350,350,direct,2363225.099798482,5707010212
0,0,0,direct,2363235.160311594,5707879440
10,10,10,direct,2363245.28323387,5708754060
20,20,20,direct,2363255.459890387,5709633324
30,30,30,direct,2363265.6972320382,5710517830
40,40,40,direct,2363275.9940618705,5711407476
50,50,50,direct,2363286.336936692,5712301100
60,60,60,direct,2363296.7294109613,5713199010
70,70,70,direct,2363307.161907466,5714100378
80,80,80,direct,2363317.6185705555,5715003834
90,90,90,direct,2363328.1003986266,5715909463
100,100,100,direct,2363338.5909315636,5716815846
110,110,110,direct,2363349.075998648,5717721755
120,120,120,direct,2363359.5547777195,5718627122
130,130,130,direct,2363370.0079898546,5719530279
140,140,140,direct,2363380.427324773,5720430510
150,150,150,direct,2363390.811638524,5721327715
160,160,160,direct,2363401.14338027,5722220377
170,170,170,direct,2363411.4219677774,5723108447
180,180,180,direct,2363421.6483228817,5723992004
190,190,190,direct,2363431.810113731,5724869983
200,200,200,direct,2363441.913743077,5725742936
210,210,210,direct,2363451.963707541,5726611253
220,220,220,direct,2363461.9539559707,5727474411
230,230,230,direct,2363471.8963596784,5728333435
240,240,240,direct,2363481.798881352,5729189012
250,250,250,direct,2363491.660467971,5730041053
260,260,260,direct,2363501.4965828997,5730890894
270,270,270,direct,2363511.317629046,5731739432
280,280,280,direct,2363521.1249612113,5732586786
290,290,290,direct,2363530.935465482,5733434413
300,300,300,direct,2363540.7603401775,5734283282
310,310,310,direct,2363550.600570241,5735133478
320,320,320,direct,2363560.472263177,5735986393
330,330,330,direct,2363570.3852347005,5736842873
340,340,340,direct,2363580.3376788325,5737702764
350,350,350,direct,2363590.343031049,5738567227
0,0,0,direct,2363600.4071364813,5739436766
10,10,10,direct,2363610.523763925,5740310842
20,20,20,direct,2363620.7025345154,5741190288
30,30,30,direct,2363630.9426161447,5742075031
40,40,40,direct,2363641.233154666,5742964134
50,50,50,direct,2363651.5798442024,5743858088
60,60,60,direct,2363661.973451185,5744756095
70,70,70,direct,2363672.4001780553,5745656964
80,80,80,direct,2363682.862196727,5746560883
90,90,90,direct,2363693.3429463627,5747466420
100,100,100,direct,2363703.8292034618,5748372432
110,110,110,direct,2363714.320051183,5749278841
120,120,120,direct,2363724.7953815153,5750183910
130,130,130,direct,2363735.246897934,5751086921
140,140,140,direct,2363745.6717856834,5751987631
150,150,150,direct,2363756.0509883566,5752884394
160,160,160,direct,2363766.3834638298,5753777120
170,170,170,direct,2363776.667201152,5754665635
180,180,180,direct,2363786.8881959785,5755548729
190,190,190,direct,2363797.052231118,5756426902
200,200,200,direct,2363807.1603566166,5757300244
210,210,210,direct,2363817.205352621,5758168131
220,220,220,direct,2363827.19855715,5759031544
230,230,230,direct,2363837.144613333,5759890884
240,240,240,direct,2363847.042098634,5760746026
250,250,250,direct,2363856.906496975,5761598310
260,260,260,direct,2363866.745477739,5762448398
270,270,270,direct,2363876.5608676327,5763296448
280,280,280,direct,2363886.370377887,5764143990
290,290,290,direct,2363896.1832822356,5764991825
300,300,300,direct,2363906.0017690705,5765840142
310,310,310,direct,2363915.8435620377,5766690473
320,320,320,direct,2363925.7174412217,5767543576
330,330,330,direct,2363935.623525166,5768399462
340,340,340,direct,2363945.577433911,5769259479
350,350,350,direct,2363955.584802037,5770124116
0,0,0,direct,2363965.6419969136,5770993058
10,10,10,direct,2363975.7609626446,5771867336
20,20,20,direct,2363985.941289311,5772746916
30,30,30,direct,2363996.1750163827,5773631110
40,40,40,direct,2364006.4698239374,5774520582
50,50,50,direct,2364016.8171079285,5775414587
60,60,60,direct,2364027.205546714,5776312148
70,70,70,direct,2364037.638544716,5777213559
80,80,80,direct,2364048.099804164,5778117412
90,90,90,direct,2364058.577414602,5779022678
100,100,100,direct,2364069.07057596,5779929287
110,110,110,direct,2364079.5587196606,5780835462
120,120,120,direct,2364090.0336873126,5781740500
130,130,130,direct,2364100.491314117,5782644039
140,140,140,direct,2364110.911406461,5783544335
150,150,150,direct,2364121.2924316204,5784441255
160,160,160,direct,2364131.6296749674,5785334393
170,170,170,direct,2364141.90767489,5786222412
180,180,180,direct,2364152.131531274,5787105753
190,190,190,direct,2364162.2988507515,5787984210
200,200,200,direct,2364172.40137967,5788857068
210,210,210,direct,2364182.4497529063,5789725248
220,220,220,direct,2364192.445151993,5790588850
230,230,230,direct,2364202.3859420447,5791447734
240,240,240,direct,2364212.2871984853,5792303203
250,250,250,direct,2364222.153533291,5793155654
260,260,260,direct,2364231.9873889578,5794005299
270,270,270,direct,2364241.806661141,5794853685
280,280,280,direct,2364251.618300714,5795701410
290,290,290,direct,2364261.4258920047,5796548786
300,300,300,direct,2364271.2480388824,5797397420
310,310,310,direct,2364281.0921108294,5798247947
320,320,320,direct,2364290.9603434713,5799100563
330,330,330,direct,2364300.8698409377,5799956743
340,340,340,direct,2364310.8257701183,5800816936
350,350,350,direct,2364320.827268044,5801681065
0,0,0,direct,2364330.8880777443,5802550319
10,10,10,direct,2364341.0081500374,5803424693
20,20,20,direct,2364351.182684411,5804303773
30,30,30,direct,2364361.421035425,5805188366
40,40,40,direct,2364371.7154571787,5806077805
50,50,50,direct,2364382.0575386784,5806971360
60,60,60,direct,2364392.451901174,5807869433
70,70,70,direct,2364402.882908347,5808770672
80,80,80,direct,2364413.340548652,5809674212
90,90,90,direct,2364423.8243157985,5810580010
100,100,100,direct,2364434.3136249296,5811486286
110,110,110,direct,2364444.800829989,5812392381
120,120,120,direct,2364455.2807931956,5813297850
130,130,130,direct,2364465.7325622872,5814200882
140,140,140,direct,2364476.154188025,5815101311
